Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Тип объявления,Заголовок,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,можно ли в армопояс закладывать резьбовые прутья горизонтально на уличную сторону для дальнейшего крепления фасадных панелей,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Фасадные термопанели с клинкером,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.42,0.00,41.63,6.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,можно ли в армопояс закладывать резьбовые прутья для дальнейшего крепления фасадных панелей,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Фасадные термопанели с клинкером,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,обшить дом брусом,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Фасадные термопанели с клинкером,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,2.47,0.00,123.66,2.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отделка под кирпич домов,Широкие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Термопанели с клинкерной плиткой - КлинкерПрофи,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отделка под кирпич домов,Широкие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Фасадные термопанели с клинкером,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.94,0.00,96.85,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отделка под кирпич домов как называется,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Фасадные термопанели с клинкером,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отделка стены с улицы,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Фасадные термопанели с клинкером,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,45-54 года,Остальные,Не определено,3.55,1,0,0.00,-,1,3.55,100.00,1.16,86.28,115.90,1.00,1.00,0.00,2.00
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отделка цоколя дпк,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.79,0.00,78.56,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отлив для цоколя 300,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.09,0.00,54.25,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отлив для цоколя 400,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,3,-,0.00,1.17,0.00,39.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,панели для цоколя утепленные,Узкие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Термопанели для дома в Приозерске,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,панели мдф утепление стен,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,6.84,1,0,0.00,-,1,6.84,100.00,1.21,82.36,121.42,1.00,1.00,100.00,1.00
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,панели мдф утепление стен,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.09,0.00,54.25,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,панели мдф утепление стен,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Утепление фасада термопанелями,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,пенополистирол кнауф про,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Утепление фасада термопанелями,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,петрович строительные материалы,Широкие запросы,Запросы с упоминанием брендов конкурентов,-,,1916597733861553174,Комбинаторное,Производство в Выборге — доставка в район,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,6–10%,Не определено,0.00,0,0,-,-,2,-,0.00,0.17,0.00,8.50,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,посчитать квадратуру наружных стен дома,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Производство в Выборге — доставка в район,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.82,0.00,81.73,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,посчитать квадратуру наружных стен дома,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Производство в Выборге — доставка в район,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,посчитать квадратуру стен дома,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,при утеплении фасада сначала штукатурка наносится на утеплитель а потом грунтовка,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Утепление фасада термопанелями,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,ролики с отделкой стен термопанелями,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,3,-,0.00,2.58,0.00,85.87,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,ролики с отделкой стен термопанелями,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.37,0.00,137.22,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,10.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,ролики с отделкой стен термопанелями,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Утепление фасада термопанелями,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.37,0.00,137.22,5.00,-,-,-
